,distance_file,ls_av_elapsed_time,ls_av_cost,ls_best_cost,vnd_av_elapsed_time,vnd_av_cost,vnd_best_cost,bvns_av_elapsed_time,bvns_av_cost,bvns_best_cost,ts_av_elapsed_time,ts_av_cost,ts_best_cost
0,./data/30nodes/dis_29.txt,0.00953303575515747,2382.43,1891,0.10614191055297852,1188.62,1014,1.000316596031189,996.36,897,1.0074735879898071,1542.73,1329
1,./data/30nodes/dis_1.txt,0.010921056270599366,2590.14,2004,0.1079308819770813,1170.6,967,0.9999619865417481,992.15,902,1.0078452658653259,1649.85,1365
2,./data/30nodes/dis_12.txt,0.01037233829498291,2572.88,1820,0.10725582838058471,1172.63,952,1.0003352665901184,966.47,860,1.0078543519973755,1631.96,1378
3,./data/30nodes/dis_4.txt,0.01055692434310913,2639.0,2135,0.09961977243423462,1241.27,1051,1.0001611232757568,1033.53,929,1.0069781374931335,1745.48,1567
4,./data/30nodes/dis_25.txt,0.01095768690109253,2640.13,1885,0.09873537540435791,1209.58,1013,1.0003645706176758,1003.24,887,1.0065175008773803,1709.91,1402
5,./data/30nodes/dis_28.txt,0.011147291660308837,2482.44,2007,0.10420003175735473,1221.32,1011,1.0002535033226012,1009.5,897,1.0069891977310181,1688.57,1443
6,./data/30nodes/dis_8.txt,0.010699338912963867,2578.11,2002,0.1030140495300293,1202.84,978,1.0001641178131104,1007.01,924,1.0071551418304443,1706.49,1530
7,./data/30nodes/dis_13.txt,0.011068739891052247,2602.27,1965,0.10186507701873779,1208.06,1007,0.9999980568885803,998.9,886,1.0075957155227662,1675.96,1471
8,./data/30nodes/dis_22.txt,0.010374705791473388,2610.44,2004,0.10439766407012939,1234.35,1010,1.000220432281494,1033.42,920,1.007422330379486,1689.62,1436
9,./data/30nodes/dis_0.txt,0.010682203769683839,2604.39,1838,0.10263593673706055,1210.52,1053,1.000383620262146,1025.65,917,1.0074339413642883,1696.37,1436
10,./data/30nodes/dis_6.txt,0.010432512760162353,2703.75,2047,0.10262137651443481,1188.55,1000,1.0002299976348876,1022.3,938,1.0071238493919372,1740.88,1523
11,./data/30nodes/dis_11.txt,0.010098583698272705,2491.4,1875,0.10813733100891114,1203.1,1002,1.0001126885414124,1002.94,905,1.0079447746276855,1603.42,1316
12,./data/30nodes/dis_18.txt,0.011114137172698975,2615.94,1933,0.10506741523742676,1221.54,1005,1.000187838077545,1004.86,895,1.0082592153549195,1709.54,1490
13,./data/30nodes/dis_2.txt,0.008505258560180664,2416.73,1872,0.11093523263931275,1242.5,1035,1.000279369354248,1037.47,937,1.0080261397361756,1560.42,1372
14,./data/30nodes/dis_20.txt,0.007806379795074463,2592.26,1949,0.1006942319869995,1231.25,997,1.0002091121673584,1002.11,918,1.0068694543838501,1632.25,1407
15,./data/30nodes/dis_21.txt,0.009841935634613037,2573.22,1836,0.0998976993560791,1228.3,1032,0.9999857449531555,1022.89,938,1.0079033160209656,1702.27,1441
16,./data/30nodes/dis_16.txt,0.009991586208343506,2581.57,2064,0.09646369457244873,1195.35,943,1.0004081892967225,996.96,889,1.008108789920807,1671.39,1449
17,./data/30nodes/dis_24.txt,0.010717270374298095,2666.78,2054,0.10487399578094482,1203.78,1027,1.000303246974945,1022.02,914,1.0078538632392884,1741.34,1539
18,./data/30nodes/dis_23.txt,0.010290181636810303,2537.24,1873,0.10174519062042237,1210.84,983,1.0001304459571838,1000.5,902,1.0071915221214294,1648.39,1446
19,./data/30nodes/dis_3.txt,0.011470022201538086,2732.45,2203,0.09922059535980225,1205.54,956,1.0003154730796815,1011.48,901,1.007238335609436,1779.56,1476
20,./data/30nodes/dis_9.txt,0.009384114742279053,2640.36,1948,0.0932888412475586,1249.43,1059,1.0002276921272277,1019.93,916,1.0077405023574828,1739.62,1470
21,./data/30nodes/dis_27.txt,0.010659112930297851,2622.06,1842,0.10487004041671753,1181.52,981,1.0001436686515808,975.04,888,1.0077256751060486,1645.57,1353
22,./data/30nodes/dis_17.txt,0.009816153049468994,2723.95,1992,0.10034095287322999,1233.87,1029,1.000018277168274,1033.34,924,1.0071134495735168,1758.68,1481
23,./data/30nodes/dis_26.txt,0.011404943466186524,2643.28,1932,0.09685453176498413,1210.27,1031,1.000064709186554,1006.72,913,1.006909785270691,1702.22,1386
24,./data/30nodes/dis_7.txt,0.010705933570861817,2533.86,1965,0.10318547248840332,1176.53,1034,1.0003541588783265,991.02,887,1.0072153663635255,1654.13,1395
25,./data/30nodes/dis_15.txt,0.010592756271362304,2523.98,1735,0.10806938409805297,1189.87,1004,1.0003751301765442,978.01,888,1.008490924835205,1648.01,1417
26,./data/30nodes/dis_5.txt,0.009471559524536132,2583.2,1914,0.09741095781326294,1182.71,1004,1.000056610107422,991.87,923,1.0064175510406494,1667.95,1453
27,./data/30nodes/dis_14.txt,0.009287066459655761,2541.21,1905,0.09900808811187745,1222.2,967,1.0002846479415894,993.34,906,1.0081250429153443,1657.55,1418
28,./data/30nodes/dis_10.txt,0.009743635654449462,2542.83,1823,0.10739683866500854,1188.15,944,1.0001416683197022,1001.42,897,1.0065936136245728,1654.9,1448
29,./data/30nodes/dis_19.txt,0.010384376049041749,2570.04,2093,0.10624785900115967,1197.59,1008,0.9999680852890015,985.97,866,1.0079237937927246,1640.26,1439
