,distance_file,ls_av_elapsed_time,ls_av_cost,ls_best_cost,vnd_av_elapsed_time,vnd_av_cost,vnd_best_cost,bvns_av_elapsed_time,bvns_av_cost,bvns_best_cost,ts_av_elapsed_time,ts_av_cost,ts_best_cost
0,./data/30nodes/dis_29.txt,0.01731302499771118,1547.12,1267,0.08300905227661133,1176.7,965,0.9999779605865479,997.72,895,1.007764539718628,1249.49,1103
1,./data/30nodes/dis_1.txt,0.00954857349395752,1694.67,1323,0.08350918531417846,1186.73,1002,1.0004284977912903,985.41,894,1.0086021304130555,1297.66,1083
2,./data/30nodes/dis_12.txt,0.013722264766693115,1600.26,1324,0.07994370937347411,1185.03,949,1.0001245665550231,978.98,916,1.0084900498390197,1281.15,1113
3,./data/30nodes/dis_4.txt,0.014021699428558349,1670.55,1333,0.07859689474105835,1213.95,1043,1.0004665207862855,1036.18,928,1.0086342072486878,1336.2,1183
4,./data/30nodes/dis_25.txt,0.012674534320831298,1674.02,1401,0.07412906646728516,1189.57,959,1.0003859877586365,999.22,895,1.00664409160614,1316.16,1116
5,./data/30nodes/dis_28.txt,0.013753817081451417,1664.77,1336,0.0806013560295105,1191.55,988,1.0002926540374757,1000.0,910,1.0087690186500549,1343.95,1193
6,./data/30nodes/dis_8.txt,0.013498022556304931,1639.24,1321,0.07342595338821412,1181.21,1019,1.000394868850708,1001.44,913,1.0087460565567017,1321.35,1149
7,./data/30nodes/dis_13.txt,0.012862234115600587,1781.06,1427,0.08904559135437012,1232.08,993,1.0005444693565368,989.62,847,1.0082297205924988,1399.5,1180
8,./data/30nodes/dis_22.txt,0.015705192089080812,1633.46,1386,0.07761523246765137,1219.41,1004,1.0000469183921814,1033.51,934,1.0103697180747986,1331.23,1163
9,./data/30nodes/dis_0.txt,0.014886913299560546,1635.71,1300,0.07407083034515381,1222.28,1035,0.9999941205978393,1022.73,925,1.0076529216766357,1341.35,1145
10,./data/30nodes/dis_6.txt,0.0153480863571167,1650.11,1395,0.07969323635101318,1226.79,1065,1.0001910948753356,1020.27,938,1.0083407378196716,1335.5,1141
11,./data/30nodes/dis_11.txt,0.015489983558654784,1642.16,1327,0.08597444534301758,1190.66,1002,1.000271909236908,999.18,903,1.007556314468384,1326.95,1124
12,./data/30nodes/dis_18.txt,0.007975962162017822,1746.9,1361,0.06411814451217651,1194.45,1015,1.0002772998809815,1015.46,915,1.00943754196167,1333.99,1138
13,./data/30nodes/dis_2.txt,0.01152686595916748,1708.37,1406,0.07810511589050292,1238.87,986,1.0001266741752624,1035.1,946,1.007961130142212,1330.61,1175
14,./data/30nodes/dis_20.txt,0.01473792552947998,1685.19,1313,0.08129616498947144,1214.57,1007,1.000413167476654,1003.35,918,1.008201539516449,1354.62,1140
15,./data/30nodes/dis_21.txt,0.009412064552307128,1746.78,1365,0.06656276702880859,1203.04,1059,1.0000028920173645,1026.31,936,1.0072358322143555,1331.34,1133
16,./data/30nodes/dis_16.txt,0.008431754112243652,1699.01,1363,0.06782366514205933,1153.98,969,1.0004292917251587,995.04,888,1.0066959905624389,1294.43,1065
17,./data/30nodes/dis_24.txt,0.007832579612731934,1752.41,1393,0.06488551378250122,1214.75,1017,1.0002768206596375,1018.26,910,1.0074558758735657,1340.5,1122
18,./data/30nodes/dis_23.txt,0.01099802017211914,1732.04,1292,0.0711144495010376,1191.71,968,0.9998911380767822,998.61,874,1.007917923927307,1293.04,1118
19,./data/30nodes/dis_3.txt,0.011751277446746826,1702.09,1357,0.0728045105934143,1214.87,988,1.0003848600387573,1007.71,913,1.0088965892791748,1347.55,1049
20,./data/30nodes/dis_9.txt,0.014407482147216797,1685.01,1381,0.07744998216629029,1210.02,950,1.0000467991828919,1020.6,897,1.00928284406662,1343.63,1143
21,./data/30nodes/dis_27.txt,0.010399792194366455,1712.19,1378,0.07220930576324464,1170.81,987,1.0002837777137756,977.57,878,1.0078642106056213,1295.21,1092
22,./data/30nodes/dis_17.txt,0.014938795566558838,1735.37,1379,0.08909055471420288,1226.23,1053,1.000449125766754,1030.52,921,1.0078258466720582,1406.24,1199
23,./data/30nodes/dis_26.txt,0.013817319869995117,1708.49,1351,0.08718616724014282,1228.87,1020,1.000312283039093,1011.13,898,1.0075449442863464,1396.32,1183
24,./data/30nodes/dis_7.txt,0.011403748989105225,1721.67,1357,0.07732680082321167,1195.82,982,0.9997270345687866,998.08,893,1.0089147973060608,1299.85,1054
25,./data/30nodes/dis_15.txt,0.01357492208480835,1671.89,1377,0.08867948770523071,1184.26,958,1.0001349711418153,979.02,899,1.0076950407028198,1329.02,1152
26,./data/30nodes/dis_5.txt,0.008060221672058105,1720.88,1388,0.06925780534744262,1165.46,1013,1.0004584383964539,987.23,892,1.0067524027824402,1295.25,1132
27,./data/30nodes/dis_14.txt,0.015505130290985108,1618.31,1291,0.07934623956680298,1200.8,995,1.0004016065597534,996.71,901,1.0080548000335694,1315.84,1106
28,./data/30nodes/dis_10.txt,0.016727962493896485,1590.4,1282,0.07506811141967773,1182.22,1023,0.9999133968353271,987.85,901,1.0094555807113648,1286.59,1046
29,./data/30nodes/dis_19.txt,0.011536850929260253,1702.72,1395,0.07502013206481933,1195.62,970,1.000078284740448,997.77,883,1.0075986456871033,1314.26,1124
