,distance_file,ts_av_elapsed_time,ts_av_cost,ts_best_cost
0,./data/10nodes/dis_29.txt,0.20238472700119017,828.71,595
1,./data/10nodes/dis_1.txt,0.2023138475418091,811.17,598
2,./data/10nodes/dis_12.txt,0.2025737476348877,808.96,627
3,./data/10nodes/dis_4.txt,0.20240004301071168,798.11,589
4,./data/10nodes/dis_25.txt,0.20241163969039916,763.28,475
5,./data/10nodes/dis_28.txt,0.20243998527526855,908.27,672
6,./data/10nodes/dis_8.txt,0.2020864987373352,843.99,641
7,./data/10nodes/dis_13.txt,0.20267003297805786,764.25,612
8,./data/10nodes/dis_22.txt,0.20234696865081786,802.42,586
9,./data/10nodes/dis_0.txt,0.20220831871032716,887.97,702
10,./data/10nodes/dis_6.txt,0.20219722032546997,975.84,684
11,./data/10nodes/dis_11.txt,0.20227941513061523,822.33,602
12,./data/10nodes/dis_18.txt,0.2023967671394348,768.92,609
13,./data/10nodes/dis_2.txt,0.20248460292816162,793.9,572
14,./data/10nodes/dis_20.txt,0.2025211548805237,794.55,595
15,./data/10nodes/dis_21.txt,0.20228089809417724,860.81,700
16,./data/10nodes/dis_16.txt,0.20219637155532838,746.2,468
17,./data/10nodes/dis_24.txt,0.201899516582489,918.72,702
18,./data/10nodes/dis_23.txt,0.20240777254104614,773.85,544
19,./data/10nodes/dis_3.txt,0.202386474609375,822.14,611
20,./data/10nodes/dis_9.txt,0.2026424527168274,865.58,631
21,./data/10nodes/dis_27.txt,0.20248442649841308,853.28,677
22,./data/10nodes/dis_17.txt,0.20224286556243898,888.43,691
23,./data/10nodes/dis_26.txt,0.20218129873275756,935.07,715
24,./data/10nodes/dis_7.txt,0.20202500820159913,706.86,561
25,./data/10nodes/dis_15.txt,0.20229151010513305,706.35,569
26,./data/10nodes/dis_5.txt,0.20247804164886474,935.77,756
27,./data/10nodes/dis_14.txt,0.20241768836975096,915.22,733
28,./data/10nodes/dis_10.txt,0.20254093647003174,875.52,569
29,./data/10nodes/dis_19.txt,0.20217654943466187,1043.87,737
