,distance_file,ts_av_elapsed_time,ts_av_cost,ts_best_cost
0,./data/10nodes/dis_29.txt,0.2020236921310425,831.95,642
1,./data/10nodes/dis_1.txt,0.20246564388275146,781.66,499
2,./data/10nodes/dis_12.txt,0.20230700969696044,806.6,579
3,./data/10nodes/dis_4.txt,0.2023756718635559,793.02,575
4,./data/10nodes/dis_25.txt,0.2023949408531189,751.83,461
5,./data/10nodes/dis_28.txt,0.2024736523628235,891.91,646
6,./data/10nodes/dis_8.txt,0.2023370623588562,836.15,644
7,./data/10nodes/dis_13.txt,0.20199859142303467,775.1,606
8,./data/10nodes/dis_22.txt,0.20234483242034912,794.54,552
9,./data/10nodes/dis_0.txt,0.2024991250038147,877.17,664
10,./data/10nodes/dis_6.txt,0.2022758650779724,957.67,684
11,./data/10nodes/dis_11.txt,0.2025034523010254,809.13,553
12,./data/10nodes/dis_18.txt,0.20237982749938965,775.43,587
13,./data/10nodes/dis_2.txt,0.20242129564285277,790.52,586
14,./data/10nodes/dis_20.txt,0.20243823528289795,801.91,621
15,./data/10nodes/dis_21.txt,0.20236660957336425,844.69,663
16,./data/10nodes/dis_16.txt,0.2022635531425476,745.68,543
17,./data/10nodes/dis_24.txt,0.20222354173660279,919.79,679
18,./data/10nodes/dis_23.txt,0.20253440856933594,776.1,544
19,./data/10nodes/dis_3.txt,0.20207971334457397,810.83,648
20,./data/10nodes/dis_9.txt,0.2024245023727417,855.07,635
21,./data/10nodes/dis_27.txt,0.20255913734436035,872.2,583
22,./data/10nodes/dis_17.txt,0.20226155281066893,890.91,757
23,./data/10nodes/dis_26.txt,0.20225885152816772,935.28,617
24,./data/10nodes/dis_7.txt,0.20229918718338014,704.49,559
25,./data/10nodes/dis_15.txt,0.20237990856170654,726.11,612
26,./data/10nodes/dis_5.txt,0.20246745347976686,920.84,695
27,./data/10nodes/dis_14.txt,0.2022073435783386,907.57,677
28,./data/10nodes/dis_10.txt,0.20193307399749755,880.72,526
29,./data/10nodes/dis_19.txt,0.20223632097244262,1053.65,754
