,distance_file,ts_av_elapsed_time,ts_av_cost,ts_best_cost
0,./data/10nodes/dis_29.txt,0.20251779317855834,833.99,644
1,./data/10nodes/dis_1.txt,0.20214686155319214,810.22,541
2,./data/10nodes/dis_12.txt,0.20266501665115355,818.45,650
3,./data/10nodes/dis_4.txt,0.20196300506591797,790.09,523
4,./data/10nodes/dis_25.txt,0.20219709634780883,743.06,490
5,./data/10nodes/dis_28.txt,0.20237432718276976,906.85,670
6,./data/10nodes/dis_8.txt,0.20219330072402955,839.23,651
7,./data/10nodes/dis_13.txt,0.2021488380432129,784.83,581
8,./data/10nodes/dis_22.txt,0.20242971181869507,778.32,537
9,./data/10nodes/dis_0.txt,0.20237622499465943,879.72,677
10,./data/10nodes/dis_6.txt,0.20234458684921264,961.97,684
11,./data/10nodes/dis_11.txt,0.2023717164993286,806.65,652
12,./data/10nodes/dis_18.txt,0.2024468493461609,779.98,594
13,./data/10nodes/dis_2.txt,0.2020604968070984,800.09,631
14,./data/10nodes/dis_20.txt,0.20234690427780153,806.54,642
15,./data/10nodes/dis_21.txt,0.20228493452072144,848.06,625
16,./data/10nodes/dis_16.txt,0.2024426817893982,748.45,497
17,./data/10nodes/dis_24.txt,0.2024126386642456,916.3,711
18,./data/10nodes/dis_23.txt,0.20251980304718017,775.11,581
19,./data/10nodes/dis_3.txt,0.2024981737136841,823.98,625
20,./data/10nodes/dis_9.txt,0.20233949184417724,867.0,635
21,./data/10nodes/dis_27.txt,0.2021931552886963,861.0,696
22,./data/10nodes/dis_17.txt,0.20251203775405885,879.97,716
23,./data/10nodes/dis_26.txt,0.2023211359977722,925.04,716
24,./data/10nodes/dis_7.txt,0.20264037370681762,701.14,563
25,./data/10nodes/dis_15.txt,0.20209174633026122,723.64,606
26,./data/10nodes/dis_5.txt,0.20232552289962769,922.98,701
27,./data/10nodes/dis_14.txt,0.20207958221435546,914.11,674
28,./data/10nodes/dis_10.txt,0.20262109279632567,897.1,613
29,./data/10nodes/dis_19.txt,0.20214160680770873,1064.75,777
